ad_id,title,price,lat,lon,Provinsi,Kota/kabupaten,Kecamatan,Luas_bangunan,Luas_tanah,Kamar_tidur,Kamar_Mandi,parameter-external_source_url,Tipe,Fasilitas,Lantai,description
945119961,Dijual Apartemen Denpasar Residence Location In South Jakarta - 3Br Fully Furnished,3850000000.0,-6.216,106.811,Jakarta D.K.I.,Jakarta Pusat,Tanah Abang,135,0,3,2,https://www.lamudi.co.id/properti/41032-73-14c1e5397424-4665-19e02a2-9da9-766d?i=AKa1jD8,apartemen,"ac, swimmingpool, garden, garasi",0,"Apartment Name: Denpasar Residence Location: Jl Prof. Dr. Satrio Kav. 18, Karet Kuningan Jakarta Selatan Tower/Floor/View:  Size: 135 m2 Bedroom: 3 Bathroom: 2 Condition: Furnished  Facility: Sports: Swimming pool, Jogging track, Tennis court, Sauna and Fitness Center. Daily Needs: Laundry, Library, Drug Store and Other Commercial Outlets Security: 24-hour Security, 24-hour CCTV, Access Card Elevator and Private Indoor parking Card Entertainment: Multifunction Room, Child Care, Kids Playground, BBQ and Picnic Area  Additional Info: Best location in Kuningan, South Jakarta. A very strategic location which became the heart of Central Business area in Jakarta (Thamrin, Kuningan, Sudirman). Easy access to avoid 3 in 1: Prof. Dr. Satrio Road, HR. Rasuna Said Street, K.H. Mas Mansyur Street, Mega Kuningan Ring Road. Walking Distance to: Mega Kuningan Central Business Distric Near Groceries Store (Lotte Mart) Banks and ATM Center (Mandiri, BTN, BNI, BRI, BII, OCBC NISP, BCA, etc)Close to The Shopping Mall (Kuningan City Mall, Ciputra Word - Lotte Avenue, ITC Kuningan, Mall Ambassador), Five-star and Luxurious Hotels (Manhattan, Ritz Carlton, JW Marriot, Four-Seasons, etc), Embassy Building (Russia, Malaysia, Poland, Finland, Denmark, etc.)  Selling Price : 3,850,000,000/Nego Cara Bayar: Hard Cash/KPA"
945119558,Jual Best Deal 1Br Apartemen Bintaro Park Furnished Dekat Stasiun KRL,350000000.0,-6.257,106.759,Jakarta D.K.I.,Jakarta Selatan,Pesanggrahan,22,0,1,1,https://www.lamudi.co.id/properti/41032-73-e490a4cda904-9626-19e01af-8f0e-72ce?i=AOaIkyg,apartemen,"ac, swimmingpool, garden, garasi",1,Tipe: Studio Lantai: 11 dari 21 Size: 22m² Kondisi: Full Furnished View: Perumahan Hadap: Selatan  Fasilitas Unit:   Tv  Ac  Dispenser  Kulkas  Kompor   Water heater   Mesin cuci   Kasur  Lemari  Fasilitas Gedung:   Gym  Kolam Renang  Mail Box  Taman  Food Court  Lokasi: 5 menit ke Pintu Tol Veteran 10 menit ke Binus School Simprug & STAN Bintaro 10 menit ke Stasiun KRL Kebayoran 10 menit ke Bintaro Plaza 10 menit ke Mall Gandaria City & Pondok Indah Mall 15 menit ke RS Pondok Indah
943872031,rumah di Pondok Indah jakarta selatan,48000000009.0,-6.274,106.781,Jakarta D.K.I.,Jakarta Selatan,Cilandak,1400,651,6,6,https://www.lamudi.co.id/properti/41032-73-dd8508c2abce-e226-19cecd1-acaf-791b?i=AOqRWcQ,rumah,"ac, garasi, garden, swimmingpool",2,"Dijual rumah di Metro Kencana Pondok Indah Luas tanah 651m2,  Luas bangunan 1400m2 Hadap utara 6 kamar tidur ( danil.dahlia) Kamar mandi 6 Ruang musik Kolam renang 48MIiyar"
944718132,jual cepat murah nego abis rumah 3 lantai plus rooftop di pejaten barat,3100000000.0,-6.269,106.837,Jakarta D.K.I.,Jakarta Selatan,Pancoran,470,137,6,6,https://www.lamudi.co.id/properti/41032-73-317eed9c3136-3e04-19db2de-a41f-765c?i=ANT3a_w,rumah,"ac, garden, garasi",3,"Spesifikasi Type Property : Single House Area Property : Pejaten - Jaksel Rumah 3 Lantai + Rooftop Semi Furnish Luas Tanah : 134 Luas Bangunan : 470 Kamar Tidur : 6+1 Kamar Mandi : 6 Gudang : 2 Carpot : 4 Mobil Listrik : 4.600 Watt Sumber Air : Jetpump Renovasi Tahun : 2022 SHM - IMB  Selling Point : 2 Menit Ke Mall Pejaten Village 5 Menit Ke Tol TB Simatupang Dekat RS, Pom Bensin, Sekolah Dekat Sentral Bisnis & Kuliner Bebas Banjir  Harga : 3,4 M Nego  Segera Atur Jadwal Survey, Sebelum sold Marketing : Firdaus ( tlp / wa Klik Profile )"
944718965,jual cepat rumah siap huni private pool akses 2 mobil,26500000000.0,-6.245,106.799,Jakarta D.K.I.,Jakarta Selatan,Kebayoran Baru,825,765,6,5,https://www.lamudi.co.id/properti/41032-73-e46f5c91dbb8-31f6-19db30f-9560-75f9?i=ANMlLZk,rumah,"ac, swimmingpool, garden, garasi",3,"Spesifikasi : Type Property : Single House Area Property : Kebayoran Baru ~ Jaksel Rumah 3 Lantai + Private Pool & Semi Furnish Luas Tanah : 765  Luas Bangunan : 825 Kamar Tidur : 6+1 Kamar Mandi : 4+1 Garasi : 2 Mobil Carport : 2 Mobil Daya Listrik : 7.700 Watt Sumber Air : Jetpump Hadap : Utara Bangunan Tahun : 2008 SHM - IMB  Selling Point : Dekat Sentral Bisnis & Kuliner Dekat Sekolah Negeri & Swasta Bebas Banjir  Harga : 26,5 M Nego  Segera Atur Jadwal Survey, Sebelum sold Marketing : Firdaus ( tlp / wa Klik Profile )"
945120566,Dijual Atau Disewakan Furnished Rumah Siap Huni Dalam Residensial,1770000000.0,-6.244,106.754,Jakarta D.K.I.,Jakarta Selatan,Pesanggrahan,103,120,3,1,https://www.lamudi.co.id/properti/41032-73-9a6f08bfc64d-8150-d32a8270-97a2-4e7f?i=cZx2PQ,rumah,ac,,"Deskripsi: Dijual / Disewakan (Fully Furnished) Rumah Siap Huni Dalam Residensial Di Pesanggrahan Jakarta Selatan LT 120m² LB 103m² KT: 3+1 KM: 1+1 Listrik: 2200W Air: Jet Pump Fasilitas: keamanan Jalur Trans Jakarta Dalam residensial 10m dari Minimart 500m dari Sekolah Merdeka Dekat RSUD, RS Harga: 1.77M (Jual) 76Jt/Thn (Sewa) 21APPS16661-IWN ID: 285151"
934216205,Rumah NJOP dengan tanah luas di bendi raya tanah kusir jakarta selatan,13500000000.0,-6.244,106.776,Jakarta D.K.I.,Jakarta Selatan,Kebayoran Lama,350,1020,6,6,,rumah,"garden, carport, garasi",1,"Rumah bangunan lama di tanah kusir jl bendi raya. lahan bisa dijadikan tempat tinggal, kantor atau usaha. lokasi strategis pinggir jalan raya. lebar tampak muka 14m++ tidak pernah banjir pemilik langsung harga 16.5M negotiable, pasaran di daerah sini 20-25jt/meter jual secepatnya. lihat dulu, suka lokasi, silakan nego. surat kepemilikan an sendiri sertipikat. mohon maaf bukan nyari agent. jika agent ada lawan silakan bawa langsung ke lokasi. tidak terima agentyg mengumpulkan data."
934017035,Rumah dekat jl raya kebagusan,1345000000.0,-6.26,106.801,Jakarta D.K.I.,Jakarta Selatan,,100,75,3,2,,rumah,"waterheater, stove, carport",2,Dijual Rumah SHM Lt. 75m Lb. 100m 2 lantai 3 Kamar Tidur 2 Kamar Mandi  Parkir muat 1 mobil city car + 3 motor  Dekat puskesmas Dekat taman Dekat jalan raya dan kendaraan umum  10 menit ke AEON tanjung barat 10 menit ke jl raya tb simatupang 5 menit ke pintu belakang Ragunan  Patokan waktu diatas kalau jalan santai naik motor / mobil
935604767,Apartemen kalibata city 2 kmr,318000000.0,-6.256,106.849,Jakarta D.K.I.,Jakarta Selatan,Pancoran,33,0,2,1,https://www.lamudi.co.id/properti/41032-73-d18db27bb06d-9deb-197f5d5-919b-7ccb?i=APa1Eis,apartemen,ac,16,"Dijual cepat apartemen kalibata citi tower gaharu lt 16, full furnished,,SHM,hrg 318 jt owner terima bersih pajak dll ditanggung pembeli"
944991814,Dijual Rumah Baru Mewah Ada Pool Di Cipete Jakarta Selatan,8800000000.0,-6.271,106.803,Jakarta D.K.I.,Jakarta Selatan,Cilandak,500,205,4,5,https://www.lamudi.co.id/properti/41032-73-b1476a1ecb6d-dca4-b2f13072-af51-4bb1?i=RqdA-A,rumah,swimmingpool,,"Dijual Rumah Baru Mewah Ada Pool Di Cipete Jakarta Selatan LT: 205 LB: 500 3 lantai KT: 4+1 KM: 5 Garasi: 2 Carport: 2 Swimming pool Bebas banjir Hanya 200 meter ke ITC Fatmawati Hanya 700 meter ke MRT Cipete 20 menit ke labschool Kebayoran Open price 9,5 M turun harga menjadi 8,8 M (nego) PIM2142-PD ID: 284212"
944717670,Rumah baru bisa buat tempat tinggal atau kantor dekat rs fatmawati,12800000000.0,-6.277,106.797,Jakarta D.K.I.,Jakarta Selatan,Cilandak,400,515,4,3,https://www.lamudi.co.id/properti/41032-73-37423c70236-a2d8-19db2bc-90bf-76ce?i=XKg0Kg,rumah,"ac, swimmingpool, garden, garasi",1,"Spesifikasi: Type : Single House Area : Cilandak - Jakarta Selatan Bangunan : 1 Lantai Semi Furnished Luas Tanah : 515 m2 Luas Bangunan : 400 m2 Kamar Tidur : 4 + 1 Kamar Mandi : 3 + 1 Carpot : 3 Mobil Garasi : 4 Mobil Listrik : 5500 Watt Sumber Air : Sumur Bor Bangunan Th : 2024 Hadap : Timur Legalitas : Shm - Imb ( On Hand ) Include : Kitchen Set,Bufeet,Ac,Taman  Selling Point : Akses 2 Mobil Lingkungan Rapih 5 Menit RS Fatmawati 5 Menit Citos Dekat Sekolah Negeri & Swasta Dekat Pusat Bisnis & Kuliner Dekat Sarana Ibadah Bebas Banjir  Harga : 12,8M Nego  Segera Atur Jadwal Survey, Sebelum Sold Out Marketing : Firdaus ( tlp / wa Klik Profile )"
944717873,rumah private pool halaman luas di jalan bango margasatwa,30000000000.0,-6.277,106.797,Jakarta D.K.I.,Jakarta Selatan,Cilandak,850,2460,7,8,https://www.lamudi.co.id/properti/41032-73-7c450cc83640-a4b9-19db2ce-977a-7218?i=LsnSLQ,rumah,"ac, swimmingpool, garden, garasi",2,"Spesifikasi : Type Property : Single House Area Property : Cilandak - Jaksel Rumah 2 Lantai Semi Furnish + Private Pool  Luas Tanah : 2.460 m² Luas Bangunan : 850 Kamar Tidur : 7 Kamar Mandi : 8 Gudang : 3 Garasi : 2 Mobil Carport : 15 Mobil Listrik : 11.000 Watt Sumber Air : Jetpump Hadap : Barat Bangunan Tahun : 2001 Akses Jalan 2 Mobil SHM - IMB  Selling Point : Pos Keamanan 3 Menit Pintu Tol Andara Dekat Sentral Kuliner & Bisnis Dekat Sekolah Swasta & Negeri Bebas Banjir  Harga : 35 M Nego  Segera Atur Jadwal Survey, Sebelum sold Marketing : Firdaus ( tlp / wa Klik Profile )"
944718260,rumah private pool posisi huk dekat pondok indah mall,25000000000.0,-6.277,106.797,Jakarta D.K.I.,Jakarta Selatan,Cilandak,640,490,5,5,https://www.lamudi.co.id/properti/41032-73-b08424ab69c4-a7c8-19db2e1-bc59-71d4?i=Q2N6fw,rumah,"swimmingpool, garden, garasi",2,"Spesifikasi : Type Property : Single House Area Property : Pondok Indah - Jaksel Rumah Hook 2 Setengah Lantai + Private Pool, Lift & Rooftop Luas Tanah : 490 Luas Bangunan : 640 Kamat Tidur  : 5+1 Kamar Mandi  : 5+2 Basement : 5 Mobil Carport : 2 Mobil Listrik. : 16.000 Watt Sumber Air : Pam & Jetpump Hadap : Utara & Barat Bangunan Tahun : 2021 Sertifikat  : SHM & IMB Include : Sanitary Kohler Remote, Bathtube, Solahart Water Heather  Selling Point : One Gate System Security 24 Jam  5 Menit Ke Tol Pondok Indah. 3 Menit Ke PIM, RS Pondok Indah. Dekat Sentral Kuliner & Bisnis Dekat Sekolah Negeri & Swasta Bebas Banjir  Harga : 25 M Nego  Segera Atur Jadwal Survey, Sebelum Sold Out Marketing : Firdaus ( tlp / wa Klik Profile )"
942967839,Rumah 2lt di Jl Bintaro Raya Selatan Sek II Jakarta Selatan,1800000000.0,-6.258,106.759,Jakarta D.K.I.,Jakarta Selatan,Pesanggrahan,200,180,2,2,https://www.lamudi.co.id/properti/41032-73-835428fdd895-f83c-19c3bdc-bc88-78be?i=NWxg_g,rumah,,2,"Rumah 2lt di Jl Bintaro Raya Selatan Sek II Jakarta Selatan - CASH ONLY   akan segera dilelang negara tgl 11 februari 2026!   Deskripsi [-] : - Legal : SHM - Luas Tanah : 180m2 - transaksi cash keras  - aset kredit macet bank - lokasi strategis - hadap selatan - diluar fee, bidding & pengosongan - diluar pajak 9.1%  Jika anda berminat, Hubungi saya atau DM saya Secara langsung dan Sertai Juga Link Aset ini !"
942969580,Rumah Lama 2lt di Jl Bangka IX Pela Mampang Jakarta Selatan,1750000000.0,-6.251,106.818,Jakarta D.K.I.,Jakarta Selatan,Mampang Prapatan,100,75,2,1,https://www.lamudi.co.id/properti/41032-73-4f8b551f4b16-101a-19c3c1a-88ce-76fc?i=AKDPSAg,rumah,,2,"Rumah Lama 2lt di Jl Bangka IX Pela Mampang Jakarta Selatan- CASH ONLY   akan segera dilelang negara tgl 19 februari 2026!   Deskripsi [-] : - Legal : SHGB - Luas Tanah : 75m2 - transaksi cash keras  - aset kredit macet bank - lokasi strategis - hadap timur laut - diluar fee, bidding & pengosongan - diluar pajak 9.1%  Jika anda berminat, Hubungi saya atau DM saya Secara langsung dan Sertai Juga Link Aset ini !"
945119290,Rumah kpr murah siap huni di sawangan depok,395000000.0,-6.289,106.839,Jakarta D.K.I.,Jakarta Selatan,Pasar Minggu,40,60,2,1,https://www.lamudi.co.id/properti/41032-73-7b6fd583f4f4-21a5-19e0285-b471-7fd0?i=WATlHw,rumah,,,"Rumah kpr sangat berkualitas di sawangan depok  Cukup boking 5jt saja sudah bisa punya rumah  Harga 395jt Cicilan 2 jutaan Sudah tidak ada lagi selain di sini rumah di sawangan dengan harga segini  Alamat: kp perigi sawangan Depok (Wa aja nanti di kirim shareloc   Jika membeli Rumah di lokasi kami, Anda susah tidak kena biaya kpr, asuransi jiwa, kebakaran, notaris yang nilainya bisa di atas 20-25jt'n Dan free biaya notaris, balik nama SHM, bphtb/pajak pembeli dll yg nilai'a juga di atas 30jt'n  Bonus -canopy -mesin air jet Pum -toren  Spesifikasi Semua (SNI)  Free -Biaya kpr -biaya asuransi jiwa dan kebakaran -biaya bphtb (pajak pembeli) -provisi bank -biaya notaris Dll  Yuk buruan di survei sebelum kehabisan"
942094837,RUMAH MURAH DI PETUKANGAN UTARA PESANGGRAHAN JAKARTA SELATAN,900000000.0,-6.242,106.755,Jakarta D.K.I.,Jakarta Selatan,Pesanggrahan,50,0,2,2,https://www.lamudi.co.id/properti/41032-73-c42b34cd6970-1c05-19b9239-8da1-769c?i=AOYu4-4,rumah,garasi,1,RUMAH MURAH DI PETUKANGAN JAKARTA SELATAN . LUAS TANAH 140 m LB 50 m LEGALITAS AJB 3 KAMAR TIDUR 2 KAMAR MANDI CARPORT MUAT 2 MOBIL BEBAS BANJIR AKSES JALAN MOBIL
